anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
109,Bakuretsu Tenshi,Burst Angel,爆裂天使,6.79,"Adventure, Comedy, Sci-Fi","In Japan's not-too-distant future, crime has become so common that the government has legalised firearms for citizens to use in self-defence. To combat this new wave of wrongdoing, the Recently Armed Police of Tokyo was established in hopes of hunting down criminals with lethal force.

Kyohei Tachibana is a gifted culinary student who dreams of saving up enough money to become a pastry chef in France. When four young mercenaries ask him to be their cook, he's forced into making a tough choice. As Jo, Meg, Sei, and Amy take on the bloodiest jobs in the chaotic city of Tokyo, Kyohei accepts an imminent descent into the world of crime—and he'll do a lot more than just cooking!",TV,24.0,"Apr 7, 2004 to Sep 15, 2004",spring 2004,Finished Airing,"GDH, TV Asahi, Imagica",Funimation,Gonzo,Original,23 min per ep,PG-13 - Teens 13 or older,4892.0,2435,234,30890.0,69227,https://cdn.myanimelist.net/images/anime/10/22647.jpg
110,Chuuka Ichiban!,UNKNOWN,中華一番,7.58,"Action, Comedy, Drama, Gourmet","The story takes place in 19th century China during the Qing Dynasty, where the Emperor was weakened and the country was close to chaos. It is also during a fictitious era called ""The Era of the Cooking Wars"". It was an era in which top chefs with different cooking styles tried their best to improve their skills and to become the best chef in China. It is a country where insulting a high-grade chef or fooling around with cooking could land a person in a jail, and impersonating a top-chef is as good as usurpation of authority. Chefs compete with each other in order to gain respect and even power, but also with the risks of losing everything.

The country of China has four major regions: Beijing, Szechuan, Shanghai, and Guangdong.

The beginning of the story takes place in Szechuan, Mao's birthplace.

After the death of Mao's mother, Pai, who was called the 'Fairy of Cuisine', Mao becomes a Super Chef in order to take the title as Master Chef of his mother's restaurant. However, before he takes his mother's place as Master Chef, he continues to travel China in order to learn more of the many ways of cooking, in the hopes of becoming a legendary chef, just like his mother. During his journey, he meets great friends and fierce rivals who wish to challenge him in the field of cooking.

(Source: Wikipedia)",TV,52.0,"Apr 27, 1997 to Sep 13, 1998",spring 1997,Finished Airing,UNKNOWN,UNKNOWN,Nippon Animation,Manga,23 min per ep,PG-13 - Teens 13 or older,1432.0,4649,113,8106.0,19292,https://cdn.myanimelist.net/images/anime/6/75283.jpg
111,Corrector Yui,Corrector Yui,コレクター・ユイ,6.97,"Adventure, Comedy, Sci-Fi","Yui is an average schoolgirl who lives in a future where all computers are supported by a single global network known as COMNET. Yui is a computer-illiterate girl who after a computer-lab accident is approached by IR, a raccoon looking corrector computer program, which tells her she must save COMNET. She must stop the rogue A.I. (Artificial Intelligence) computer program known as Grosser and his hench-programs from taking over the world. Grosser was originally designed to be that manager of all of COMNET. At first she's very reluctant to play the heroine because of her complete lack of knowledge and ability with computers. To save COMNET she must find and gain the trust of the other seven wayward corrector programs. They must also find the creator or COMNET Professor Inukai, to help stop Grosser for good.

(Source: ANN)",TV,52.0,"Apr 9, 1999 to Oct 20, 2000",spring 1999,Finished Airing,"NHK, Studio Tron",VIZ Media,Nippon Animation,Original,25 min per ep,G - All Ages,4110.0,5031,92,6635.0,15804,https://cdn.myanimelist.net/images/anime/1696/105659.jpg
112,Chou Henshin Cosprayers,The Cosmopolitan Prayers,超変身コス∞プレイヤー,4.82,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Ecchi","Koto unknowingly seals away the Sun Goddess Amaterasu, and now she is in a different world and can't return. Meeting priestesses who combat the evil in this strange place she learns that Black Towers throughout the land keep Amaterasu sealed away and are guarded by evil monsters. Koto must now find a way to help defeat these monsters and return the world to the way it was.

(Source: ANN)",TV,8.0,"Jan 13, 2004 to Mar 2, 2004",winter 2004,Finished Airing,m.o.e.,UNKNOWN,"Imagin, Studio Live",Original,17 min per ep,PG-13 - Teens 13 or older,12171.0,6433,5,3197.0,8567,https://cdn.myanimelist.net/images/anime/5/75236.jpg
113,Uchuu no Stellvia,Stellvia,宇宙のステルヴィア,7.37,"Action, Romance, Sci-Fi","In the year 2167, a wave of radiation released by the supernova of the nearby star Hydrus Beta caused cataclysmic damage on Earth, leaving millions dead. Now, it is the year 2356. United to rebuild Earth, humanity prepares for the supernova's second wave of destruction. 

In order to protect the planet from future harm, massive space colonies called ""Foundations"" have been built throughout the Solar System. Acting as centers for both knowledge and exploration, it is at one of these Foundations—the Stellvia—that Shima Katase applies to be a preparatory student against her mother's wishes, aspiring to see space directly with her own eyes.

At the Stellvia, Katase trains to become a pilot and hopes to be selected for the ""Great Mission"" to shield Earth from the second wave. While she struggles with both her pilot classes and her tumultuous social life, she slowly grows into someone who might just be able to protect humanity.",TV,26.0,"Apr 3, 2003 to Sep 25, 2003",spring 2003,Finished Airing,"Starchild Records, TV Tokyo Music","Discotek Media, Geneon Entertainment USA",Xebec,Original,23 min per ep,PG-13 - Teens 13 or older,2176.0,4220,119,9484.0,24116,https://cdn.myanimelist.net/images/anime/1587/134660.jpg
114,Sakigake!! Cromartie Koukou,Cromartie High School,魁!! クロマティ高校,7.9,Comedy,"Takashi Kamiyama is your typical mild-mannered high school student—polite, aloof, and pacifistic, with a slightly above-average IQ. But would your average high school student really enroll himself at the infamous Cromartie High School, known as a breeding ground for the toughest delinquents out there?

Apparently so, as that is exactly what Takashi does, though for reasons he'd rather leave unmentioned. However, one thing is for sure: the ""hard-boiled rabbit in a den full of hungry lions"" is never going to have another dull day. And how could he, now that he's surrounded by mohawked punks, obnoxious robots, and... gorillas? And was that Freddie Mercury riding a horse down the corridor? Follow Takashi as he earnestly dedicates his new high school life to better his school's reputation while his classmates are hellbent on wreaking havoc.",TV,26.0,"Oct 3, 2003 to Mar 26, 2004",fall 2003,Finished Airing,TV Tokyo Music,"ADV Films, Sentai Filmworks, Discotek Media",Production I.G,Manga,12 min per ep,PG-13 - Teens 13 or older,722.0,1549,1600,52849.0,134468,https://cdn.myanimelist.net/images/anime/1782/130913.jpg
115,El Hazard: The Alternative World,UNKNOWN,異次元の世界エルハザード,6.79,"Adventure, Comedy, Fantasy","Miz plans to retire as a Great Priestess of Water to married life with her darling Fujisawa and as replacement the young Qawoor Towles arrives to Floristica. Jinnai sees Qawoor's initiation ceremony as a chance to infiltrate Makoto's laboratory but accidentally activates a mysterious thingy that sends them all through the dimensions to a grey industrial city protected by a huge castle in an alternative world.

(Source: ANN)",TV,13.0,"Jan 8, 1998 to Mar 26, 1998",winter 1998,Finished Airing,Pioneer LDC,"Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,25 min per ep,PG-13 - Teens 13 or older,4906.0,5731,8,4915.0,11370,https://cdn.myanimelist.net/images/anime/3/61047.jpg
116,El Hazard: The Wanderers,El-Hazard: The Wanderers,神秘の世界エルハザード,6.93,"Adventure, Comedy, Fantasy, Romance","High school science-whiz Makoto Mizuhara is working on his newest project in preparation for the school festival, alongside his best friend Nanami Jinnai. Nanami's brother and Makoto's lifelong rival, the unscrupulous student council president Katsuhiko Jinnai, is under scrutiny for mishandling the school festival planning and is convinced that Makoto is plotting to steal his position. One night, as Makoto and Nanami are taking a break with their teacher Masamichi Fujisawa, Jinnai sneaks into the science lab and sabotages Makoto's device, which suddenly opens a portal that flings all four of them into another world!

Upon arrival, Makoto is immediately attacked by a horde of giant bug monsters. While running from them, he comes across Fujisawa and a girl named Rune Venus. After Fujisawa fights off the monsters, a group of dignitaries arrives, looking for Rune, their princess. They inform Makoto and Fujisawa that they are in a world called El-Hazard and take them back to the palace of Roshtaria, their kingdom. Though her advisors are suspicious of the newcomers, Rune decrees that they are to be treated as guests and quickly befriends Makoto. Unaware that Nanami and Jinnai are in this world as well, Makoto gets to work trying to figure out a way back to Earth.",TV,26.0,"Oct 6, 1995 to Mar 29, 1996",fall 1995,Finished Airing,"TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa","Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,23 min per ep,PG-13 - Teens 13 or older,4257.0,4846,35,7070.0,17489,https://cdn.myanimelist.net/images/anime/13/24439.jpg
117,El Hazard: The Magnificent World,UNKNOWN,神秘の世界エルハザード,7.26,"Adventure, Comedy, Fantasy, Romance","After Makoto Mizuhara agrees to testify against the boisterous student council president Katsuhiko Jinnai for bribing school clubs in the recent student council elections, Jinnai chases him down in an attempt to silence his self-proclaimed rival. Suddenly, during the chase, time stops for everyone—except Makoto. Perplexed, he wanders around the campus until he notices a light coming from the school's closed-off basement, where an ancient relic had just been uncovered.

Makoto is walking toward the artifact surrounded by strings of light, when out of it comes an otherworldly woman who claims she has been waiting for ten thousand years to see him. Weakened by the passage of time, she uses her remaining power to transport a confused Makoto to another world, which she refers to as El-Hazard. However, others who are still at school are also caught in the spell, namely: Jinnai; Masamichi Fujisawa, the alcoholic teacher; and Nanami Jinnai, the headstrong sister of president Jinnai.

The fantastical and magnificent world of El-Hazard awaits these four individuals where they will become entangled in the story of its inhabitants and embark on an adventure filled with laughter, danger, and even romance.",OVA,7.0,"May 26, 1995 to Jan 25, 1996",UNKNOWN,Finished Airing,Pioneer LDC,"Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,34 min per ep,PG-13 - Teens 13 or older,2720.0,4693,95,7676.0,18867,https://cdn.myanimelist.net/images/anime/1893/128632.jpg
118,El Hazard 2: The Magnificent World,UNKNOWN,神秘の世界 エルハザード 第2期,6.78,"Adventure, Comedy, Fantasy","Continuing the from OVAs; When Fujisawa, suffering from cold feet, leaves Miz at the altar, an enraged Priestess drafts Makoto and friends to go find him. In the couse of locating the hapless (and gutless) teacher, they find another Ifurita. Meanwhile Jinnai and Diva searching for a new Bugrom homeland stumble upon another yet another Demon God, the impish Kalia. However, unlike Ifurita she has a mind, and a mission, of her own... 

(Source: ANN)",OVA,4.0,"Mar 21, 1997 to Oct 25, 1997",UNKNOWN,Finished Airing,Pioneer LDC,Geneon Entertainment USA,AIC,Original,30 min per ep,PG-13 - Teens 13 or older,4926.0,6314,6,4238.0,9011,https://cdn.myanimelist.net/images/anime/11/2796.jpg
